order_id,customer_id,order_date,product_category,quantity,price,revenue,channel,country
O023663,C0039,2023-10-06,Home & Garden,2,191.67,383.34,Instagram,UK
O026799,C0544,2023-03-07,Fashion,1,161.77,161.77,Email,UK
O024225,C0139,2024-05-23,Home & Garden,5,92.38,461.9,Organic Search,Germany
O023091,C0064,2023-04-29,Electronics,3,90.83,272.49,Facebook,USA
O016526,C0543,2024-08-27,Electronics,2,146.5,293.0,Facebook,Australia
O021871,C0074,2023-11-03,Electronics,2,119.59,239.18,Facebook,USA
O004911,C0517,2024-08-20,Fashion,1,97.47,97.47,Email,USA
O029462,C0512,2024-05-08,Sports,1,96.6,96.6,Google Ads,USA
O023072,C0126,2023-04-12,Home & Garden,5,35.51,177.55,Instagram,Canada
O004748,C0376,2024-06-04,Books,2,15.03,30.06,Organic Search,Australia
O016142,C0148,2023-09-28,Books,4,48.77,195.08,Email,USA
O031874,C0532,2023-09-25,Beauty,3,51.48,154.44,Email,UK
O002468,C0323,2024-01-20,Electronics,1,145.95,145.95,Google Ads,UK
O030454,C0008,2024-09-08,Electronics,1,403.06,403.06,Instagram,USA
O032508,C0164,2024-09-02,Home & Garden,1,117.9,117.9,Organic Search,UK
O009306,C0223,2023-06-04,Books,1,28.76,28.76,Google Ads,Germany
O020193,C0143,2023-12-29,Fashion,3,53.86,,Direct,UK
O002951,C0512,2023-10-30,Fashion,1,110.35,110.35,Instagram,Germany
O004137,C0223,2023-12-09,Home & Garden,1,143.16,143.16,Email,Canada
O000096,C0283,2023-12-18,Beauty,2,55.79,111.58,Organic Search,France
O000524,C0031,2024-08-21,Home & Garden,1,261.46,261.46,Email,USA
O010762,C0618,2023-11-27,Electronics,1,92.67,92.67,Organic Search,USA
O005522,C0562,2024-03-26,Home & Garden,1,40.36,40.36,Instagram,France
O009675,C0075,2024-07-22,Fashion,1,71.31,71.31,Google Ads,USA
O032034,C0341,2023-09-10,Electronics,5,148.83,744.15,Email,France
O019883,C0509,2024-04-13,Sports,2,134.47,268.94,Organic Search,Australia
O000286,C0143,2024-06-22,Home & Garden,1,198.6,198.6,Organic Search,USA
O025760,C0086,2023-05-15,Fashion,1,91.21,91.21,Organic Search,UK
O031935,C0180,2023-05-26,Electronics,1,96.67,96.67,Email,USA
O014966,C0589,2024-06-22,Electronics,2,142.93,285.86,Organic Search,USA
O007474,C0076,2023-06-15,Home & Garden,3,60.18,180.54,Email,USA
O008578,C0316,2023-01-26,Home & Garden,3,123.21,369.63,Instagram,Canada
O032013,C0196,2023-12-10,Fashion,2,44.67,89.34,Facebook,Canada
O009640,C0085,2024-12-18,Fashion,2,71.22,142.44,Organic Search,France
O001358,C0133,2023-08-03,Electronics,4,118.85,475.4,Email,USA
O004484,C0274,2023-05-19,Sports,2,149.4,298.8,Google Ads,USA
O022457,C0355,2024-12-21,Electronics,1,104.5,104.5,Facebook,USA
O025570,C0160,2023-09-02,Sports,1,129.6,129.6,Instagram,USA
O016248,C0506,2023-12-29,Home & Garden,3,108.48,,Facebook,USA
O012743,C0056,2024-09-02,Electronics,4,326.71,1306.84,Google Ads,UK
O016841,C0518,2024-06-15,Electronics,2,109.27,218.54,Instagram,USA
O009505,C0234,2024-10-30,Sports,1,63.8,63.8,Email,Germany
O014038,C0613,2024-01-05,Fashion,1,38.74,38.74,Facebook,USA
O013083,C0141,2023-03-15,Home & Garden,1,95.32,95.32,Google Ads,Canada
O015489,C0126,2024-09-21,Electronics,4,116.92,467.68,Google Ads,USA
O008398,C0236,2024-07-13,Home & Garden,1,156.87,156.87,Google Ads,USA
O028848,C0645,2023-12-02,Sports,1,24.44,24.44,Direct,USA
O014947,C0324,2024-02-06,Home & Garden,1,82.21,82.21,Instagram,Germany
O004560,C0656,2023-08-17,Fashion,1,101.54,101.54,Google Ads,Germany
O015582,C0065,2024-07-09,Sports,1,109.8,109.8,Instagram,UK
O014668,C0049,2024-08-29,Electronics,1,302.97,302.97,Email,USA
O012001,C0662,2023-12-26,Fashion,4,87.99,351.96,Google Ads,USA
O008707,C0016,2023-11-20,Sports,3,43.91,131.73,Instagram,USA
O011973,C0108,2024-07-02,Home & Garden,2,110.12,220.24,Google Ads,Australia
O003578,C0092,2023-09-03,Home & Garden,1,177.93,177.93,Instagram,UK
O003906,C0303,2024-05-31,Books,1,24.94,24.94,Organic Search,USA
O001388,C0107,2023-04-08,Home & Garden,1,156.76,156.76,Organic Search,USA
O016853,C0471,2023-06-09,Home & Garden,2,71.62,143.24,Google Ads,USA
O019260,C0050,2024-11-03,Books,3,14.64,43.92,Organic Search,USA
O006481,C0156,2023-04-30,Fashion,2,92.39,184.78,Google Ads,UK
O026946,C0529,2024-05-21,Home & Garden,1,56.21,56.21,Referral,USA
O032199,C0319,2023-04-16,Fashion,1,107.18,107.18,Instagram,USA
O009141,C0561,2023-06-24,Electronics,1,135.72,135.72,Direct,USA
O014330,C0634,2023-07-11,Sports,1,76.17,76.17,Google Ads,USA
O032775,C0041,2024-09-22,Beauty,1,98.62,98.62,Email,USA
O007509,C0379,2024-01-28,Beauty,1,84.14,84.14,Direct,France
O016372,C0022,2023-10-25,Home & Garden,1,185.17,185.17,Google Ads,USA
O031724,C0054,2024-02-26,Electronics,1,98.12,98.12,Google Ads,USA
O011192,C0135,2024-02-13,Electronics,1,93.62,93.62,Organic Search,UK
O000280,C0094,2024-02-15,Home & Garden,1,63.05,63.05,Organic Search,UK
O017236,C0016,2023-03-30,Fashion,1,172.53,172.53,Google Ads,UK
O026944,C0622,2023-05-05,Electronics,1,90.49,90.49,Facebook,USA
O004783,C0394,2024-07-01,Home & Garden,1,126.26,126.26,Email,USA
O029830,C0353,2024-12-10,Fashion,2,50.63,101.26,Email,USA
O004207,C0139,2024-08-05,Books,1,17.7,17.7,Referral,Australia
O031038,C0325,2024-07-04,Books,4,26.27,105.08,Organic Search,USA
O025336,C0796,2023-01-20,Electronics,4,75.52,302.08,Facebook,USA
O000670,C0080,2023-11-03,Beauty,2,73.64,147.28,Email,USA
O008250,C0618,2023-02-09,Sports,1,83.94,83.94,Google Ads,UK
O026617,C0085,2023-08-29,Books,1,17.31,17.31,Google Ads,USA
O003385,C0055,2024-08-22,Electronics,2,326.65,653.3,Instagram,Germany
O023406,C0178,2024-10-09,Electronics,3,131.05,393.15,Organic Search,USA
O003437,C0147,2023-02-24,Toys,1,87.42,,Google Ads,USA
O031532,C0344,2023-06-27,Sports,1,62.82,62.82,Google Ads,UK
O018244,C0217,2024-09-22,Fashion,2,24.52,49.04,Direct,Canada
O024657,C0215,2024-03-19,Fashion,1,117.24,117.24,Organic Search,USA
O018700,C0018,2024-04-23,Home & Garden,1,247.81,247.81,Organic Search,Australia
O003649,C0193,2024-07-16,Beauty,2,75.37,150.74,Organic Search,USA
O009123,C0057,2024-12-07,Electronics,1,354.61,354.61,Instagram,UK
O027255,C0061,2023-05-22,Beauty,1,57.88,57.88,Email,Canada
O015988,C0203,2024-02-19,Home & Garden,3,80.35,241.05,Organic Search,Canada
O002786,C0043,2023-07-26,Sports,2,151.22,302.44,Google Ads,USA
O022791,C0157,2024-10-02,Fashion,1,49.66,49.66,Email,USA
O017347,C0051,2023-05-13,Home & Garden,4,201.62,806.48,Organic Search,USA
O030196,C0265,2024-08-18,Fashion,1,136.4,136.4,Referral,USA
O007367,C0624,2023-09-05,Home & Garden,1,53.13,53.13,Google Ads,USA
O021535,C0452,2023-05-30,Books,3,36.08,108.24,Email,Canada
O023054,C0246,2023-04-21,Fashion,1,141.94,141.94,Direct,USA
O005884,C0257,2024-09-11,Sports,1,114.5,114.5,Facebook,USA
O022581,C0548,2024-04-17,Books,5,40.2,201.0,Facebook,UK
O031395,C0500,2024-05-07,Beauty,1,38.31,38.31,Organic Search,France
O012124,C0015,2024-04-22,Electronics,1,270.91,270.91,Organic Search,Canada
O031527,C0080,2023-04-28,Sports,1,165.95,165.95,Instagram,UK
O031311,C0684,2023-09-05,Fashion,1,44.18,44.18,Instagram,USA
O032535,C0524,2023-04-16,Home & Garden,3,44.51,133.53,Instagram,Canada
O030239,C0323,2024-01-11,Electronics,3,130.65,391.95,Instagram,UK
O013391,C0166,2023-02-09,Sports,1,195.67,195.67,Facebook,USA
O029216,C0280,2024-10-06,Fashion,2,31.89,63.78,Organic Search,USA
O004464,C0010,2023-11-14,Electronics,1,200.87,200.87,Organic Search,Germany
O027838,C0625,2023-07-19,Toys,1,16.41,16.41,Organic Search,Australia
O014859,C0238,2023-09-16,Sports,2,68.6,137.2,Organic Search,Canada
O026739,C0460,2024-12-31,Beauty,3,46.27,138.81,Organic Search,USA
O006722,C0078,2023-11-26,Books,3,37.52,112.56,Email,Australia
O012434,C0280,2024-10-08,Fashion,2,31.89,63.78,Organic Search,USA
O030981,C0313,2023-08-20,Electronics,5,138.92,694.6,Google Ads,Australia
O026397,C0085,2023-01-16,Books,3,43.25,129.75,Organic Search,USA
O016492,C0253,2023-05-09,Fashion,1,96.11,96.11,Instagram,USA
O017893,C0130,2024-10-07,Home & Garden,2,49.5,99.0,Email,Australia
O015055,C0112,2023-08-09,Fashion,1,28.19,28.19,Organic Search,Germany
O001274,C0077,2024-01-07,Home & Garden,2,37.46,74.92,Direct,USA
O015343,C0537,2024-07-28,Electronics,1,181.05,181.05,Instagram,USA
O017504,C0288,2023-12-08,Fashion,1,30.6,30.6,Google Ads,Canada
O030089,C0357,2023-05-02,Electronics,3,96.5,289.5,Facebook,UK
O011372,C0259,2023-08-13,Sports,2,147.88,295.76,Direct,Germany
O012759,C0430,2024-02-12,Home & Garden,2,106.63,213.26,Instagram,Canada
O030269,C0035,2024-02-20,Fashion,4,125.07,500.28,Email,UK
O003583,C0134,2024-09-26,Electronics,1,114.47,114.47,Email,USA
O029221,C0389,2023-03-04,Fashion,1,105.24,105.24,Organic Search,USA
O019487,C0142,2024-02-17,Beauty,1,39.52,39.52,Google Ads,UK
O024261,C0737,2023-01-15,Electronics,2,72.71,145.42,Organic Search,USA
O005696,C0014,2024-12-06,Fashion,5,99.76,498.8,Referral,UK
O026590,C0619,2023-05-28,Beauty,1,74.62,74.62,Direct,UK
O025798,C0533,2024-07-07,Books,4,21.69,86.76,Facebook,USA
O021435,C0057,2024-10-18,Electronics,1,397.36,397.36,Email,Australia
O030602,C0342,2023-03-24,Home & Garden,3,106.21,,Google Ads,USA
O025141,C0710,2023-01-18,Fashion,1,30.61,30.61,Instagram,Germany
O013285,C0644,2023-09-19,Home & Garden,2,36.72,73.44,Organic Search,Canada
O026243,C0112,2023-08-22,Fashion,1,28.19,28.19,Organic Search,Germany
O029625,C0012,2024-04-21,Sports,1,67.69,,Google Ads,Australia
O021298,C0256,2023-12-19,Home & Garden,1,99.25,99.25,Organic Search,UK
O025023,C0514,2024-06-17,Fashion,1,44.5,44.5,Instagram,France
O027969,C0704,2023-07-01,Beauty,1,59.16,59.16,Google Ads,USA
O009861,C0414,2024-01-03,Fashion,1,80.02,80.02,Google Ads,USA
O002546,C0037,2024-07-23,Home & Garden,1,131.45,131.45,Facebook,Australia
O020055,C0213,2023-02-14,Sports,1,85.34,85.34,Email,Australia
O005260,C0100,2023-04-15,Beauty,1,22.07,22.07,Organic Search,USA
O031778,C0012,2023-10-02,Beauty,2,87.22,174.44,Organic Search,USA
O002302,C0125,2023-07-20,Beauty,1,78.91,78.91,Facebook,USA
O026223,C0518,2023-11-10,Beauty,1,16.39,16.39,Organic Search,Canada
O019107,C0276,2024-08-18,Fashion,3,36.3,108.9,Instagram,USA
O025288,C0286,2023-10-09,Books,2,16.46,32.92,Instagram,USA
O033070,C0018,2024-07-17,Sports,2,61.72,,Organic Search,USA
O002160,C0019,2023-02-10,Beauty,1,109.55,109.55,Organic Search,USA
O021728,C0563,2023-12-22,Books,1,15.18,15.18,Email,USA
O030774,C0236,2024-06-19,Home & Garden,1,156.87,156.87,Google Ads,USA
O018836,C0090,2023-12-30,Fashion,1,175.95,175.95,Organic Search,Germany
O018132,C0041,2023-10-15,Fashion,5,177.6,888.0,Organic Search,Canada
O027199,C0362,2023-03-01,Books,2,14.96,29.92,Organic Search,France
O022571,C0001,2024-04-06,Fashion,1,32.61,32.61,Facebook,USA
O003881,C0747,2023-02-01,Beauty,2,14.62,29.24,Email,Australia
O020963,C0039,2023-11-28,Electronics,3,138.89,416.67,Organic Search,USA
O023541,C0238,2024-06-26,Fashion,1,111.75,111.75,Google Ads,USA
O019686,C0037,2024-07-11,Home & Garden,2,255.78,511.56,Organic Search,USA
O014156,C0042,2023-10-28,Electronics,2,202.68,405.36,Email,USA
O027101,C0294,2023-09-15,Home & Garden,1,62.03,62.03,Instagram,Canada
O021191,C0020,2024-04-28,Sports,1,198.91,198.91,Email,USA
O006449,C0586,2023-06-24,Electronics,2,127.8,255.6,Google Ads,USA
O023453,C0137,2023-08-20,Toys,4,107.35,429.4,Organic Search,USA
O020981,C0083,2024-03-29,Fashion,1,71.63,71.63,Organic Search,USA
O033201,C0043,2024-02-06,Books,4,29.68,118.72,Facebook,UK
O012286,C0008,2024-06-06,Fashion,3,212.34,637.02,Google Ads,USA
O016267,C0593,2023-08-16,Fashion,1,134.26,134.26,Organic Search,USA
O028416,C0416,2024-06-26,Beauty,1,66.89,66.89,Email,USA
O002702,C0080,2023-03-14,Electronics,1,101.52,101.52,Direct,UK
O016951,C0624,2023-01-01,Electronics,2,76.0,152.0,Google Ads,USA
O028406,C0489,2023-09-28,Sports,1,50.56,50.56,Instagram,USA
O027507,C0294,2024-08-18,Sports,1,72.14,72.14,Instagram,Canada
O011613,C0420,2023-08-04,Sports,2,103.59,207.18,Email,Germany
O020455,C0119,2023-03-15,Home & Garden,1,46.99,46.99,Email,UK
O028586,C0510,2024-01-10,Home & Garden,2,131.76,263.52,Instagram,UK
O016964,C0646,2024-01-17,Home & Garden,1,54.55,54.55,Google Ads,UK
O002126,C0015,2023-02-24,Fashion,1,177.29,177.29,Email,Germany
O026077,C0264,2023-08-11,Beauty,2,34.93,69.86,Google Ads,USA
O023097,C0190,2024-01-30,Home & Garden,4,79.27,317.08,Google Ads,Australia
O012362,C0069,2023-10-16,Home & Garden,1,193.31,193.31,Facebook,USA
O025180,C0236,2024-07-04,Home & Garden,1,156.87,156.87,Google Ads,USA
O013456,C0059,2023-04-11,Fashion,3,47.72,143.16,Google Ads,UK
O010626,C0062,2024-03-14,Books,2,34.44,68.88,Facebook,Canada
O022941,C0051,2023-06-04,Home & Garden,4,201.62,806.48,Organic Search,USA
O000180,C0054,2024-08-29,Beauty,2,54.27,108.54,Facebook,Australia
O013138,C0014,2023-10-31,Fashion,1,111.4,111.4,Facebook,USA
O001417,C0223,2024-05-02,Sports,2,47.78,95.56,Email,Canada
O012310,C0184,2023-10-01,Fashion,5,169.27,846.35,Google Ads,Australia
O010084,C0254,2024-01-16,Fashion,1,101.53,101.53,Instagram,USA
O025388,C0260,2023-08-19,Electronics,1,132.11,132.11,Organic Search,UK
O014095,C0528,2024-06-12,Electronics,3,94.47,283.41,Instagram,France
O020878,C0671,2023-08-27,Beauty,1,98.74,98.74,Google Ads,UK
O011884,C0126,2023-03-30,Home & Garden,5,35.51,177.55,Instagram,Canada
O006750,C0204,2023-06-07,Beauty,2,32.65,65.3,Google Ads,USA
O008237,C0083,2023-10-20,Fashion,1,90.45,90.45,Google Ads,USA
O016112,C0522,2024-04-16,Sports,2,58.73,,Organic Search,France
O032227,C0079,2023-10-25,Fashion,1,34.71,34.71,Organic Search,UK
O004617,C0135,2023-01-07,Electronics,1,108.11,108.11,Google Ads,USA
O026648,C0145,2024-06-25,Beauty,1,65.39,65.39,Google Ads,USA
O031179,C0467,2024-09-09,Fashion,2,52.25,104.5,Google Ads,Germany
O014396,C0686,2023-04-28,Electronics,1,86.71,86.71,Google Ads,France
O011112,C0045,2024-02-03,Sports,3,207.89,623.67,Organic Search,USA
O014326,C0111,2024-05-25,Fashion,1,170.3,170.3,Email,Australia
O005533,C0213,2023-10-31,Sports,4,34.37,137.48,Organic Search,USA
O020952,C0001,2024-05-09,Books,3,22.59,,Email,Australia
O023922,C0376,2023-02-13,Home & Garden,1,78.63,78.63,Instagram,USA
O000506,C0577,2023-02-08,Sports,1,144.31,144.31,Organic Search,UK
O007676,C0081,2023-10-13,Home & Garden,2,107.47,214.94,Google Ads,USA
O006157,C0047,2023-10-20,Beauty,1,37.83,,Organic Search,USA
O023784,C0542,2024-09-07,Fashion,3,155.0,465.0,Google Ads,Canada
O021825,C0236,2023-12-12,Toys,2,151.4,302.8,Google Ads,USA
O005909,C0572,2024-06-28,Home & Garden,1,119.59,119.59,Email,USA
O004726,C0111,2023-10-26,Sports,2,187.37,374.74,Organic Search,USA
O023851,C0538,2024-03-07,Beauty,2,63.31,126.62,Google Ads,USA
O008760,C0408,2023-09-10,Sports,2,40.83,81.66,Email,USA
O018058,C0224,2023-06-15,Fashion,2,104.69,209.38,Organic Search,Canada
O013809,C0007,2024-12-12,Electronics,1,297.51,297.51,Google Ads,USA
O019379,C0666,2024-02-12,Fashion,2,29.52,59.04,Google Ads,Australia
O011762,C0367,2023-12-16,Electronics,1,77.58,77.58,Organic Search,Germany
O002202,C0030,2024-06-21,Fashion,1,111.66,111.66,Instagram,USA
O004307,C0111,2023-03-01,Toys,1,94.86,94.86,Instagram,USA
O031066,C0035,2024-03-30,Toys,3,69.36,208.08,Instagram,Australia
O022719,C0629,2023-03-15,Fashion,3,35.63,106.89,Organic Search,Canada
O032639,C0123,2023-08-19,Fashion,1,36.44,36.44,Organic Search,USA
O015079,C0177,2023-10-18,Books,2,11.66,23.32,Email,Canada
O010189,C0241,2023-07-20,Fashion,1,31.74,31.74,Organic Search,UK
O032456,C0023,2024-06-02,Electronics,5,358.62,1793.1,Facebook,UK
O007198,C0235,2023-09-17,Electronics,2,149.27,298.54,Instagram,USA
O017271,C0067,2023-04-04,Home & Garden,1,159.41,159.41,Email,Germany
O004694,C0152,2024-07-20,Home & Garden,1,211.43,,Google Ads,USA
O031977,C0791,2023-03-23,Sports,3,27.85,83.55,Facebook,Canada
O003528,C0030,2024-10-18,Home & Garden,1,119.62,119.62,Email,UK
O011423,C0053,2023-08-07,Fashion,2,52.27,104.54,Google Ads,Australia
O024873,C0209,2023-09-12,Electronics,1,101.15,101.15,Organic Search,UK
O031530,C0666,2023-08-01,Sports,3,41.65,124.95,Google Ads,UK
O031296,C0047,2023-09-04,Home & Garden,2,275.88,551.76,Email,USA
O022504,C0014,2023-04-05,Electronics,1,293.69,293.69,Email,Canada
O002735,C0045,2023-09-04,Fashion,1,125.87,125.87,Google Ads,UK
O007783,C0049,2024-01-02,Fashion,5,102.22,511.1,Email,UK
O002326,C0435,2024-08-18,Electronics,1,83.93,83.93,Organic Search,Canada
O015646,C0019,2023-07-20,Electronics,1,112.74,112.74,Instagram,USA
O003882,C0022,2024-11-02,Books,1,47.73,47.73,Email,USA
O029317,C0054,2024-04-05,Electronics,3,244.47,733.41,Google Ads,France
O012673,C0134,2023-12-27,Sports,1,184.52,184.52,Facebook,UK
O009205,C0356,2024-12-23,Beauty,1,59.6,59.6,Facebook,UK
O013991,C0124,2023-09-14,Beauty,2,101.76,203.52,Direct,USA
O000634,C0011,2023-02-05,Electronics,2,73.12,146.24,Facebook,USA
O026003,C0174,2023-10-16,Sports,1,176.24,176.24,Instagram,USA
O017060,C0222,2023-01-28,Electronics,1,96.24,96.24,Google Ads,USA
O012849,C0241,2024-03-23,Sports,1,83.63,83.63,Instagram,UK
O029372,C0042,2023-03-25,Home & Garden,1,59.68,59.68,Organic Search,UK
O033023,C0120,2023-09-08,Electronics,2,107.81,215.62,Organic Search,Australia
O018096,C0706,2023-04-19,Home & Garden,1,39.07,39.07,Email,USA
O002005,C0176,2024-02-19,Electronics,3,199.17,597.51,Organic Search,USA
O007467,C0090,2023-07-19,Fashion,1,137.25,137.25,Organic Search,USA
O010897,C0047,2024-05-07,Fashion,2,146.41,292.82,Instagram,USA
O019014,C0162,2023-06-25,Sports,1,150.33,150.33,Organic Search,USA
O027460,C0309,2024-04-13,Books,1,26.32,26.32,Instagram,USA
O001727,C0158,2024-01-27,Books,2,22.71,45.42,Email,Australia
O021982,C0691,2024-01-07,Electronics,3,85.93,257.79,Organic Search,UK
O007819,C0530,2024-01-18,Fashion,2,170.89,341.78,Google Ads,USA
O018851,C0057,2024-03-29,Beauty,5,69.43,347.15,Instagram,Germany
O010944,C0734,2023-03-16,Electronics,2,89.41,178.82,Referral,Germany
O005097,C0171,2023-11-19,Electronics,2,143.06,286.12,Organic Search,USA
O020694,C0580,2024-08-08,Toys,1,75.66,75.66,Instagram,UK
O025624,C0194,2024-02-08,Home & Garden,3,110.77,332.31,Instagram,Canada
O010143,C0493,2023-02-13,Beauty,3,28.95,86.85,Google Ads,USA
O017266,C0023,2024-04-01,Sports,2,205.88,411.76,Direct,USA
O009291,C0045,2023-02-12,Home & Garden,3,236.95,710.85,Instagram,USA
O016163,C0063,2024-03-15,Home & Garden,1,280.72,280.72,Google Ads,USA
O018746,C0799,2023-05-04,Home & Garden,1,35.78,35.78,Referral,USA
O030305,C0243,2023-10-18,Beauty,2,82.87,165.74,Organic Search,UK
O022492,C0113,2023-12-22,Beauty,3,18.74,56.22,Email,USA
O008267,C0011,2023-02-25,Beauty,1,113.38,,Instagram,USA
O030361,C0689,2023-06-30,Sports,2,33.53,67.06,Organic Search,UK
O009320,C0049,2024-05-03,Electronics,1,217.79,217.79,Organic Search,USA
O032093,C0026,2023-01-07,Electronics,1,360.53,360.53,Google Ads,USA
O031055,C0453,2024-04-27,Electronics,1,86.72,86.72,Email,UK
O019772,C0258,2023-12-19,Sports,2,65.06,130.12,Direct,USA
O029524,C0046,2023-05-26,Electronics,1,339.1,339.1,Organic Search,USA
O033143,C0131,2024-05-04,Fashion,3,105.43,316.29,Email,USA
O010053,C0112,2023-11-23,Beauty,1,91.31,91.31,Organic Search,USA
O022175,C0398,2024-04-09,Electronics,3,100.65,301.95,Email,UK
O020402,C0020,2024-09-08,Home & Garden,2,57.34,114.68,Google Ads,UK
O032972,C0105,2024-04-22,Electronics,4,155.02,620.08,Organic Search,USA
O014400,C0135,2023-12-10,Books,2,19.29,38.58,Email,USA
O019595,C0568,2024-06-09,Electronics,1,112.21,112.21,Google Ads,France
O004778,C0659,2023-09-21,Beauty,1,23.37,23.37,Google Ads,UK
O016685,C0663,2023-07-27,Sports,1,59.11,59.11,Google Ads,USA
O009101,C0695,2023-02-11,Home & Garden,1,65.84,65.84,Google Ads,USA
O008381,C0659,2023-04-04,Home & Garden,1,39.51,39.51,Instagram,France
O019102,C0271,2023-10-29,Electronics,1,115.91,115.91,Instagram,Canada
O012379,C0154,2023-09-23,Sports,1,20.39,20.39,Organic Search,UK
O008968,C0215,2024-06-23,Beauty,1,72.18,72.18,Email,Canada
O005954,C0046,2023-05-02,Fashion,1,134.79,134.79,Organic Search,USA
O006329,C0090,2023-10-30,Fashion,3,142.93,428.79,Google Ads,USA
O031018,C0012,2023-09-18,Fashion,1,46.47,46.47,Instagram,USA
O004389,C0206,2023-05-07,Electronics,3,116.89,350.67,Referral,Canada
O020105,C0150,2023-12-21,Electronics,2,97.82,195.64,Organic Search,Canada
O023711,C0266,2024-01-16,Electronics,1,108.73,108.73,Email,Australia
O006780,C0688,2024-05-13,Electronics,2,87.48,174.96,Email,UK
O021631,C0182,2024-10-17,Home & Garden,2,94.83,189.66,Instagram,USA
O020019,C0131,2024-04-15,Electronics,1,161.16,161.16,Organic Search,USA
O020817,C0699,2023-09-09,Beauty,5,56.61,283.05,Instagram,UK
O028526,C0290,2023-01-30,Electronics,1,166.04,166.04,Organic Search,USA
O007231,C0309,2024-03-06,Books,2,19.55,39.1,Organic Search,USA
O007045,C0541,2023-08-14,Home & Garden,3,51.45,154.35,Organic Search,USA
O029483,C0144,2024-11-14,Sports,2,132.96,265.92,Google Ads,Australia
O003075,C0151,2023-05-04,Sports,1,111.79,111.79,Email,Canada
O019123,C0001,2023-08-30,Home & Garden,3,225.38,676.14,Organic Search,USA
O022869,C0099,2024-01-28,Fashion,2,79.26,158.52,Google Ads,France
O030631,C0236,2023-12-31,Beauty,2,72.12,144.24,Email,Germany
O026586,C0582,2023-12-30,Sports,2,148.33,296.66,Google Ads,Canada
O020300,C0029,2023-11-12,Fashion,1,189.54,189.54,Google Ads,USA
O013699,C0032,2024-06-14,Fashion,1,26.42,26.42,Organic Search,USA
O016464,C0027,2024-04-10,Fashion,4,24.28,97.12,Organic Search,Germany
O028356,C0040,2023-06-19,Sports,2,245.09,490.18,Instagram,USA
O014124,C0220,2023-02-07,Books,1,23.48,23.48,Organic Search,USA
O013030,C0140,2024-06-26,Home & Garden,1,130.67,130.67,Google Ads,Canada
O010637,C0236,2024-01-12,Toys,2,151.4,302.8,Google Ads,USA
O008965,C0282,2023-03-21,Home & Garden,2,32.84,65.68,Google Ads,Australia
O030211,C0024,2024-05-14,Fashion,1,75.77,75.77,Instagram,USA
O012848,C0161,2024-08-25,Beauty,1,72.55,72.55,Email,USA
O026169,C0012,2024-07-08,Electronics,5,167.66,838.3,Facebook,Germany
O033308,C0543,2024-08-25,Electronics,2,146.5,293.0,Facebook,Australia
O005535,C0330,2024-05-18,Fashion,5,86.82,434.1,Google Ads,USA
O012255,C0333,2024-01-05,Home & Garden,1,118.41,118.41,Facebook,France
O026215,C0136,2024-06-25,Electronics,1,134.01,134.01,Organic Search,USA
O005226,C0107,2024-08-28,Sports,1,59.47,59.47,Facebook,Canada
O000560,C0077,2023-04-16,Fashion,2,44.87,89.74,Direct,USA
O018356,C0233,2024-04-26,Home & Garden,5,93.07,465.35,Instagram,Australia
O019244,C0065,2023-01-01,Sports,1,74.6,74.6,Instagram,Canada
O008138,C0304,2024-01-13,Electronics,3,91.11,273.33,Email,Germany
O030373,C0090,2024-04-23,Sports,1,20.63,20.63,Organic Search,Australia
O032704,C0395,2024-04-14,Home & Garden,3,99.72,299.16,Instagram,USA
O026678,C0043,2023-04-02,Beauty,4,95.17,380.68,Email,USA
O011158,C0166,2024-11-07,Books,2,31.14,62.28,Email,UK
O031815,C0575,2024-02-16,Sports,1,43.79,43.79,Facebook,USA
O030409,C0092,2023-01-05,Fashion,1,103.0,103.0,Email,USA
O000799,C0033,2024-02-29,Home & Garden,5,181.86,909.3,Organic Search,USA
O018899,C0036,2023-05-02,Beauty,2,23.96,47.92,Organic Search,USA
O011635,C0516,2023-09-10,Beauty,2,97.73,195.46,Instagram,Canada
O015342,C0049,2024-07-25,Beauty,1,82.55,82.55,Direct,Australia
O016600,C0079,2023-07-08,Home & Garden,1,63.26,63.26,Email,USA
O018950,C0115,2023-11-27,Beauty,1,30.03,30.03,Organic Search,USA
O033316,C0082,2024-10-06,Toys,3,161.63,484.89,Google Ads,USA
O019147,C0179,2024-07-07,Electronics,1,75.48,75.48,Facebook,USA
O019911,C0707,2023-10-20,Books,2,16.28,32.56,Organic Search,UK
O033066,C0030,2024-09-08,Home & Garden,5,323.52,1617.6,Organic Search,USA
O004768,C0585,2024-01-01,Beauty,2,41.35,82.7,Organic Search,Germany
O030110,C0076,2023-06-14,Home & Garden,1,133.8,133.8,Direct,UK
O026395,C0516,2024-08-10,Beauty,1,17.53,17.53,Google Ads,Canada
O012036,C0011,2023-12-30,Fashion,2,144.06,288.12,Organic Search,USA
O032443,C0117,2024-01-01,Electronics,1,140.22,140.22,Organic Search,France
O018111,C0556,2024-01-03,Home & Garden,1,82.41,82.41,Organic Search,USA
O032067,C0270,2023-12-11,Beauty,1,105.73,105.73,Direct,USA
O025704,C0106,2023-02-10,Home & Garden,1,170.8,170.8,Organic Search,USA
O028955,C0161,2024-03-27,Sports,2,74.28,148.56,Google Ads,USA
O008365,C0733,2023-06-21,Electronics,1,76.86,76.86,Organic Search,USA
